nr,name,status,return_type,param_count,param1,param2,param3,param4,param5,param6
142,select,ok,long,5,int n,fd_set * inp,fd_set * outp,fd_set * exp,struct __kernel_old_timeval * tvp,
143,flock,ok,long,2,unsigned int fd,unsigned int cmd,,,,
144,msync,ok,long,3,unsigned long start,size_t len,int flags,,,
145,readv,ok,long,3,unsigned long fd,const struct iovec * vec,unsigned long vlen,,,
146,writev,ok,long,3,unsigned long fd,const struct iovec * vec,unsigned long vlen,,,
147,getsid,ok,long,1,pid_t pid,,,,,
148,fdatasync,ok,long,1,unsigned int fd,,,,,
149,_sysctl,todo,,,,,,,,
150,mlock,ok,long,2,unsigned long start,size_t len,,,,
151,munlock,ok,long,2,unsigned long start,size_t len,,,,
152,mlockall,ok,long,1,int flags,,,,,
153,munlockall,ok,long,0,,,,,,
154,sched_setparam,ok,long,2,pid_t pid,struct sched_param * param,,,,
155,sched_getparam,ok,long,2,pid_t pid,struct sched_param * param,,,,
156,sched_setscheduler,ok,long,3,pid_t pid,int policy,struct sched_param * param,,,
157,sched_getscheduler,ok,long,1,pid_t pid,,,,,
158,sched_yield,ok,long,0,,,,,,
159,sched_get_priority_max,ok,long,1,int policy,,,,,
160,sched_get_priority_min,ok,long,1,int policy,,,,,
161,sched_rr_get_interval,ok,long,2,pid_t pid,struct __kernel_timespec * interval,,,,
162,nanosleep,ok,long,2,struct __kernel_timespec * rqtp,struct __kernel_timespec * rmtp,,,,
163,mremap,ok,long,5,unsigned long addr,unsigned long old_len,unsigned long new_len,unsigned long flags,unsigned long new_addr,
167,query_module,todo,,,,,,,,
168,poll,ok,long,3,struct pollfd * ufds,unsigned int nfds,int timeout_msecs,,,
169,nfsservctl,todo,,,,,,,,
172,prctl,ok,long,5,int option,unsigned long arg2,unsigned long arg3,unsigned long arg4,unsigned long arg5,
173,rt_sigreturn,ok,long,0,,,,,,
174,rt_sigaction,ok,long,4,int sig,const struct sigaction * act,struct sigaction * oact,size_t sigsetsize,,
175,rt_sigprocmask,ok,long,4,int how,sigset_t * nset,sigset_t * oset,size_t sigsetsize,,
176,rt_sigpending,ok,long,2,sigset_t * uset,size_t sigsetsize,,,,
177,rt_sigtimedwait,ok,long,4,const sigset_t * uthese,siginfo_t * uinfo,const struct __kernel_timespec * uts,size_t sigsetsize,,
178,rt_sigqueueinfo,ok,long,3,pid_t pid,int sig,siginfo_t * uinfo,,,
179,rt_sigsuspend,ok,long,2,sigset_t * unewset,size_t sigsetsize,,,,
180,pread64,ok,long,4,unsigned int fd,char * buf,size_t count,loff_t pos,,
181,pwrite64,ok,long,4,unsigned int fd,const char * buf,size_t count,loff_t pos,,
183,getcwd,ok,long,2,char * buf,unsigned long size,,,,
184,capget,ok,long,2,cap_user_header_t header,cap_user_data_t dataptr,,,,
185,capset,ok,long,2,cap_user_header_t header,const cap_user_data_t data,,,,
186,sigaltstack,ok,long,2,const stack_t * uss,stack_t * uoss,,,,
187,sendfile,ok,long,4,int out_fd,int in_fd,off_t * offset,size_t count,,
188,getpmsg,todo,,,,,,,,
189,putpmsg,todo,,,,,,,,
190,vfork,ok,long,0,,,,,,
191,getrlimit,ok,long,2,unsigned int resource,struct rlimit * rlim,,,,
198,lchown,ok,long,3,const char * filename,uid_t user,gid_t group,,,
199,getuid,ok,long,0,,,,,,
200,getgid,ok,long,0,,,,,,
201,geteuid,ok,long,0,,,,,,
202,getegid,ok,long,0,,,,,,
203,setreuid,ok,long,2,uid_t ruid,uid_t euid,,,,
204,setregid,ok,long,2,gid_t rgid,gid_t egid,,,,
205,getgroups,ok,long,2,int gidsetsize,gid_t * grouplist,,,,
206,setgroups,ok,long,2,int gidsetsize,gid_t * grouplist,,,,
207,fchown,ok,long,3,unsigned int fd,uid_t user,gid_t group,,,
208,setresuid,ok,long,3,uid_t ruid,uid_t euid,uid_t suid,,,
209,getresuid,ok,long,3,uid_t * ruidp,uid_t * euidp,uid_t * suidp,,,
210,setresgid,ok,long,3,gid_t rgid,gid_t egid,gid_t sgid,,,
211,getresgid,ok,long,3,gid_t * rgidp,gid_t * egidp,gid_t * sgidp,,,
212,chown,ok,long,3,const char * filename,uid_t user,gid_t group,,,
213,setuid,ok,long,1,uid_t uid,,,,,
214,setgid,ok,long,1,gid_t gid,,,,,
215,setfsuid,ok,long,1,uid_t uid,,,,,
216,setfsgid,ok,long,1,gid_t gid,,,,,
217,pivot_root,ok,long,2,const char * new_root,const char * put_old,,,,
218,mincore,ok,long,3,unsigned long start,size_t len,unsigned char * vec,,,
219,madvise,ok,long,3,unsigned long start,size_t len_in,int behavior,,,
220,getdents64,ok,long,3,unsigned int fd,struct linux_dirent64 * dirent,unsigned int count,,,
222,readahead,ok,long,3,int fd,loff_t offset,size_t count,,,
224,setxattr,ok,long,5,const char * pathname,const char * name,const void * value,size_t size,int flags,
225,lsetxattr,ok,long,5,const char * pathname,const char * name,const void * value,size_t size,int flags,
226,fsetxattr,ok,long,5,int fd,const char * name,const void * value,size_t size,int flags,
227,getxattr,ok,long,4,const char * pathname,const char * name,void * value,size_t size,,
228,lgetxattr,ok,long,4,const char * pathname,const char * name,void * value,size_t size,,
229,fgetxattr,ok,long,4,int fd,const char * name,void * value,size_t size,,
230,listxattr,ok,long,3,const char * pathname,char * list,size_t size,,,
231,llistxattr,ok,long,3,const char * pathname,char * list,size_t size,,,
232,flistxattr,ok,long,3,int fd,char * list,size_t size,,,
233,removexattr,ok,long,2,const char * pathname,const char * name,,,,
234,lremovexattr,ok,long,2,const char * pathname,const char * name,,,,
235,fremovexattr,ok,long,2,int fd,const char * name,,,,
236,gettid,ok,long,0,,,,,,
237,tkill,ok,long,2,pid_t pid,int sig,,,,
238,futex,ok,long,6,u32 * uaddr,int op,u32 val,const struct __kernel_timespec * utime,u32 * uaddr2,u32 val3
239,sched_setaffinity,ok,long,3,pid_t pid,unsigned int len,unsigned long * user_mask_ptr,,,
240,sched_getaffinity,ok,long,3,pid_t pid,unsigned int len,unsigned long * user_mask_ptr,,,
241,tgkill,ok,long,3,pid_t tgid,pid_t pid,int sig,,,
243,io_setup,ok,long,2,unsigned nr_events,aio_context_t * ctxp,,,,
244,io_destroy,ok,long,1,aio_context_t ctx,,,,,
245,io_getevents,ok,long,5,aio_context_t ctx_id,long min_nr,long nr,struct io_event * events,struct __kernel_timespec * timeout,
246,io_submit,ok,long,3,aio_context_t ctx_id,long nr,struct iocb * * iocbpp,,,
247,io_cancel,ok,long,3,aio_context_t ctx_id,struct iocb * iocb,struct io_event * result,,,
248,exit_group,ok,long,1,int error_code,,,,,
249,epoll_create,ok,long,1,int size,,,,,
250,epoll_ctl,ok,long,4,int epfd,int op,int fd,struct epoll_event * event,,
251,epoll_wait,ok,long,4,int epfd,struct epoll_event * events,int maxevents,int timeout,,
252,set_tid_address,ok,long,1,int * tidptr,,,,,
253,fadvise64,ok,long,4,int fd,loff_t offset,size_t len,int advice,,
254,timer_create,ok,long,3,const clockid_t which_clock,struct sigevent * timer_event_spec,timer_t * created_timer_id,,,
255,timer_settime,ok,long,4,timer_t timer_id,int flags,const struct __kernel_itimerspec * new_setting,struct __kernel_itimerspec * old_setting,,
256,timer_gettime,ok,long,2,timer_t timer_id,struct __kernel_itimerspec * setting,,,,
257,timer_getoverrun,ok,long,1,timer_t timer_id,,,,,
258,timer_delete,ok,long,1,timer_t timer_id,,,,,
259,clock_settime,ok,long,2,const clockid_t which_clock,const struct __kernel_timespec * tp,,,,
260,clock_gettime,ok,long,2,const clockid_t which_clock,struct __kernel_timespec * tp,,,,
261,clock_getres,ok,long,2,const clockid_t which_clock,struct __kernel_timespec * tp,,,,
262,clock_nanosleep,ok,long,4,const clockid_t which_clock,int flags,const struct __kernel_timespec * rqtp,struct __kernel_timespec * rmtp,,
265,statfs64,ok,long,3,const char * pathname,size_t sz,struct statfs64 * buf,,,
266,fstatfs64,ok,long,3,unsigned int fd,size_t sz,struct statfs64 * buf,,,
267,remap_file_pages,ok,long,5,unsigned long start,unsigned long size,unsigned long prot,unsigned long pgoff,unsigned long flags,
268,mbind,ok,long,6,unsigned long start,unsigned long len,unsigned long mode,const unsigned long * nmask,unsigned long maxnode,unsigned int flags
269,get_mempolicy,ok,long,5,int * policy,unsigned long * nmask,unsigned long maxnode,unsigned long addr,unsigned long flags,
270,set_mempolicy,ok,long,3,int mode,const unsigned long * nmask,unsigned long maxnode,,,
271,mq_open,ok,long,4,const char * u_name,int oflag,umode_t mode,struct mq_attr * u_attr,,
272,mq_unlink,ok,long,1,const char * u_name,,,,,
273,mq_timedsend,ok,long,5,mqd_t mqdes,const char * u_msg_ptr,size_t msg_len,unsigned int msg_prio,const struct __kernel_timespec * u_abs_timeout,
274,mq_timedreceive,ok,long,5,mqd_t mqdes,char * u_msg_ptr,size_t msg_len,unsigned int * u_msg_prio,const struct __kernel_timespec * u_abs_timeout,
275,mq_notify,ok,long,2,mqd_t mqdes,const struct sigevent * u_notification,,,,
276,mq_getsetattr,ok,long,3,mqd_t mqdes,const struct mq_attr * u_mqstat,struct mq_attr * u_omqstat,,,
277,kexec_load,ok,long,4,unsigned long entry,unsigned long nr_segments,struct kexec_segment * segments,unsigned long flags,,
278,add_key,ok,long,5,const char * _type,const char * _description,const void * _payload,size_t plen,key_serial_t ringid,
279,request_key,ok,long,4,const char * _type,const char * _description,const char * _callout_info,key_serial_t destringid,,
280,keyctl,ok,long,5,int option,unsigned long arg2,unsigned long arg3,unsigned long arg4,unsigned long arg5,
281,waitid,ok,long,5,int which,pid_t upid,struct siginfo * infop,int options,struct rusage * ru,
282,ioprio_set,ok,long,3,int which,int who,int ioprio,,,
283,ioprio_get,ok,long,2,int which,int who,,,,
284,inotify_init,ok,long,0,,,,,,
285,inotify_add_watch,ok,long,3,int fd,const char * pathname,u32 mask,,,
286,inotify_rm_watch,ok,long,2,int fd,__s32 wd,,,,
287,migrate_pages,ok,long,4,pid_t pid,unsigned long maxnode,const unsigned long * old_nodes,const unsigned long * new_nodes,,
288,openat,ok,long,4,int dfd,const char * filename,int flags,umode_t mode,,
289,mkdirat,ok,long,3,int dfd,const char * pathname,umode_t mode,,,
290,mknodat,ok,long,4,int dfd,const char * filename,umode_t mode,unsigned int dev,,
291,fchownat,ok,long,5,int dfd,const char * filename,uid_t user,gid_t group,int flag,
292,futimesat,ok,long,3,int dfd,const char * filename,struct __kernel_old_timeval * utimes,,,
293,newfstatat,ok,long,4,int dfd,const char * filename,struct stat * statbuf,int flag,,
294,unlinkat,ok,long,3,int dfd,const char * pathname,int flag,,,
295,renameat,ok,long,4,int olddfd,const char * oldname,int newdfd,const char * newname,,
296,linkat,ok,long,5,int olddfd,const char * oldname,int newdfd,const char * newname,int flags,
297,symlinkat,ok,long,3,const char * oldname,int newdfd,const char * newname,,,
298,readlinkat,ok,long,4,int dfd,const char * pathname,char * buf,int bufsiz,,
299,fchmodat,ok,long,3,int dfd,const char * filename,umode_t mode,,,
300,faccessat,ok,long,3,int dfd,const char * filename,int mode,,,
301,pselect6,ok,long,6,int n,fd_set * inp,fd_set * outp,fd_set * exp,struct __kernel_timespec * tsp,void * sig
302,ppoll,ok,long,5,struct pollfd * ufds,unsigned int nfds,struct __kernel_timespec * tsp,const sigset_t * sigmask,size_t sigsetsize,
303,unshare,ok,long,1,unsigned long unshare_flags,,,,,
304,set_robust_list,ok,long,2,struct robust_list_head * head,size_t len,,,,
305,get_robust_list,ok,long,3,int pid,struct robust_list_head * * head_ptr,size_t * len_ptr,,,
306,splice,ok,long,6,int fd_in,loff_t * off_in,int fd_out,loff_t * off_out,size_t len,unsigned int flags
307,sync_file_range,ok,long,4,int fd,loff_t offset,loff_t nbytes,unsigned int flags,,
308,tee,ok,long,4,int fdin,int fdout,size_t len,unsigned int flags,,
309,vmsplice,ok,long,4,int fd,const struct iovec * uiov,unsigned long nr_segs,unsigned int flags,,
310,move_pages,ok,long,6,pid_t pid,unsigned long nr_pages,const void * * pages,const int * nodes,int * status,int flags
311,getcpu,ok,long,3,unsigned * cpup,unsigned * nodep,struct getcpu_cache * unused,,,
312,epoll_pwait,ok,long,6,int epfd,struct epoll_event * events,int maxevents,int timeout,const sigset_t * sigmask,size_t sigsetsize
313,utimes,ok,long,2,char * filename,struct __kernel_old_timeval * utimes,,,,
314,fallocate,ok,long,4,int fd,int mode,loff_t offset,loff_t len,,
315,utimensat,ok,long,4,int dfd,const char * filename,struct __kernel_timespec * utimes,int flags,,
316,signalfd,ok,long,3,int ufd,sigset_t * user_mask,size_t sizemask,,,
317,timerfd,todo,,,,,,,,
318,eventfd,ok,long,1,unsigned int count,,,,,
319,timerfd_create,ok,long,2,int clockid,int flags,,,,
320,timerfd_settime,ok,long,4,int ufd,int flags,const struct __kernel_itimerspec * utmr,struct __kernel_itimerspec * otmr,,
321,timerfd_gettime,ok,long,2,int ufd,struct __kernel_itimerspec * otmr,,,,
322,signalfd4,ok,long,4,int ufd,sigset_t * user_mask,size_t sizemask,int flags,,
323,eventfd2,ok,long,2,unsigned int count,int flags,,,,
324,inotify_init1,ok,long,1,int flags,,,,,
325,pipe2,ok,long,2,int * fildes,int flags,,,,
326,dup3,ok,long,3,unsigned int oldfd,unsigned int newfd,int flags,,,
327,epoll_create1,ok,long,1,int flags,,,,,
328,preadv,ok,long,5,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,
329,pwritev,ok,long,5,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,
330,rt_tgsigqueueinfo,ok,long,4,pid_t tgid,pid_t pid,int sig,siginfo_t * uinfo,,
331,perf_event_open,ok,long,5,struct perf_event_attr * attr_uptr,pid_t pid,int cpu,int group_fd,unsigned long flags,
332,fanotify_init,ok,long,2,unsigned int flags,unsigned int event_f_flags,,,,
333,fanotify_mark,ok,long,5,int fanotify_fd,unsigned int flags,__u64 mask,int dfd,const char * pathname,
334,prlimit64,ok,long,4,pid_t pid,unsigned int resource,const struct rlimit64 * new_rlim,struct rlimit64 * old_rlim,,
335,name_to_handle_at,ok,long,5,int dfd,const char * name,struct file_handle * handle,int * mnt_id,int flag,
336,open_by_handle_at,ok,long,3,int mountdirfd,struct file_handle * handle,int flags,,,
337,clock_adjtime,ok,long,2,const clockid_t which_clock,struct __kernel_timex * utx,,,,
338,syncfs,ok,long,1,int fd,,,,,
339,setns,ok,long,2,int fd,int flags,,,,
340,process_vm_readv,ok,long,6,pid_t pid,const struct iovec * lvec,unsigned long liovcnt,const struct iovec * rvec,unsigned long riovcnt,unsigned long flags
341,process_vm_writev,ok,long,6,pid_t pid,const struct iovec * lvec,unsigned long liovcnt,const struct iovec * rvec,unsigned long riovcnt,unsigned long flags
342,s390_runtime_instr,ok,long,2,int command,int signum,,,,
343,kcmp,ok,long,5,pid_t pid1,pid_t pid2,int type,unsigned long idx1,unsigned long idx2,
344,finit_module,ok,long,3,int fd,const char * uargs,int flags,,,
345,sched_setattr,ok,long,3,pid_t pid,struct sched_attr * uattr,unsigned int flags,,,
346,sched_getattr,ok,long,4,pid_t pid,struct sched_attr * uattr,unsigned int usize,unsigned int flags,,
347,renameat2,ok,long,5,int olddfd,const char * oldname,int newdfd,const char * newname,unsigned int flags,
348,seccomp,ok,long,3,unsigned int op,unsigned int flags,void * uargs,,,
349,getrandom,ok,long,3,char * ubuf,size_t len,unsigned int flags,,,
350,memfd_create,ok,long,2,const char * uname,unsigned int flags,,,,
351,bpf,ok,long,3,int cmd,union bpf_attr * uattr,unsigned int size,,,
352,s390_pci_mmio_write,ok,long,3,unsigned long mmio_addr,const void * user_buffer,size_t length,,,
353,s390_pci_mmio_read,ok,long,3,unsigned long mmio_addr,void * user_buffer,size_t length,,,
354,execveat,ok,long,5,int fd,const char * filename,const char * const * argv,const char * const * envp,int flags,
355,userfaultfd,ok,long,1,int flags,,,,,
356,membarrier,ok,long,3,int cmd,unsigned int flags,int cpu_id,,,
357,recvmmsg,ok,long,5,int fd,struct mmsghdr * mmsg,unsigned int vlen,unsigned int flags,struct __kernel_timespec * timeout,
358,sendmmsg,ok,long,4,int fd,struct mmsghdr * mmsg,unsigned int vlen,unsigned int flags,,
359,socket,ok,long,3,int family,int type,int protocol,,,
360,socketpair,ok,long,4,int family,int type,int protocol,int * usockvec,,
361,bind,ok,long,3,int fd,struct sockaddr * umyaddr,int addrlen,,,
362,connect,ok,long,3,int fd,struct sockaddr * uservaddr,int addrlen,,,
363,listen,ok,long,2,int fd,int backlog,,,,
364,accept4,ok,long,4,int fd,struct sockaddr * upeer_sockaddr,int * upeer_addrlen,int flags,,
365,getsockopt,ok,long,5,int fd,int level,int optname,char * optval,int * optlen,
366,setsockopt,ok,long,5,int fd,int level,int optname,char * optval,int optlen,
367,getsockname,ok,long,3,int fd,struct sockaddr * usockaddr,int * usockaddr_len,,,
368,getpeername,ok,long,3,int fd,struct sockaddr * usockaddr,int * usockaddr_len,,,
369,sendto,ok,long,6,int fd,void * buff,size_t len,unsigned int flags,struct sockaddr * addr,int addr_len
370,sendmsg,ok,long,3,int fd,struct user_msghdr * msg,unsigned int flags,,,
371,recvfrom,ok,long,6,int fd,void * ubuf,size_t size,unsigned int flags,struct sockaddr * addr,int * addr_len
372,recvmsg,ok,long,3,int fd,struct user_msghdr * msg,unsigned int flags,,,
373,shutdown,ok,long,2,int fd,int how,,,,
374,mlock2,ok,long,3,unsigned long start,size_t len,int flags,,,
375,copy_file_range,ok,long,6,int fd_in,loff_t * off_in,int fd_out,loff_t * off_out,size_t len,unsigned int flags
376,preadv2,ok,long,6,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,rwf_t flags
377,pwritev2,ok,long,6,unsigned long fd,const struct iovec * vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,rwf_t flags
378,s390_guarded_storage,ok,long,2,int command,struct gs_cb * gs_cb,,,,
379,statx,ok,long,5,int dfd,const char * filename,unsigned flags,unsigned int mask,struct statx * buffer,
380,s390_sthyi,ok,long,4,unsigned long function_code,void * buffer,u64 * return_code,unsigned long flags,,
381,kexec_file_load,ok,long,5,int kernel_fd,int initrd_fd,unsigned long cmdline_len,const char * cmdline_ptr,unsigned long flags,
382,io_pgetevents,ok,long,6,aio_context_t ctx_id,long min_nr,long nr,struct io_event * events,struct __kernel_timespec * timeout,const struct __aio_sigset * usig
383,rseq,ok,long,4,struct rseq * rseq,u32 rseq_len,int flags,u32 sig,,
384,pkey_mprotect,ok,long,4,unsigned long start,size_t len,unsigned long prot,int pkey,,
385,pkey_alloc,ok,long,2,unsigned long flags,unsigned long init_val,,,,
386,pkey_free,ok,long,1,int pkey,,,,,
392,semtimedop,ok,long,4,int semid,struct sembuf * tsops,unsigned int nsops,const struct __kernel_timespec * timeout,,
393,semget,ok,long,3,key_t key,int nsems,int semflg,,,
394,semctl,ok,long,4,int semid,int semnum,int cmd,unsigned long arg,,
395,shmget,ok,long,3,key_t key,size_t size,int shmflg,,,
396,shmctl,ok,long,3,int shmid,int cmd,struct shmid_ds * buf,,,
397,shmat,ok,long,3,int shmid,char * shmaddr,int shmflg,,,
398,shmdt,ok,long,1,char * shmaddr,,,,,
399,msgget,ok,long,2,key_t key,int msgflg,,,,
400,msgsnd,ok,long,4,int msqid,struct msgbuf * msgp,size_t msgsz,int msgflg,,
401,msgrcv,ok,long,5,int msqid,struct msgbuf * msgp,size_t msgsz,long msgtyp,int msgflg,
402,msgctl,ok,long,3,int msqid,int cmd,struct msqid_ds * buf,,,
424,pidfd_send_signal,ok,long,4,int pidfd,int sig,siginfo_t * info,unsigned int flags,,
425,io_uring_setup,ok,long,2,u32 entries,struct io_uring_params * params,,,,
426,io_uring_enter,ok,long,6,unsigned int fd,u32 to_submit,u32 min_complete,u32 flags,const void * argp,size_t argsz
427,io_uring_register,ok,long,4,unsigned int fd,unsigned int opcode,void * arg,unsigned int nr_args,,
428,open_tree,ok,long,3,int dfd,const char * filename,unsigned flags,,,
429,move_mount,ok,long,5,int from_dfd,const char * from_pathname,int to_dfd,const char * to_pathname,unsigned int flags,
430,fsopen,ok,long,2,const char * _fs_name,unsigned int flags,,,,
431,fsconfig,ok,long,5,int fd,unsigned int cmd,const char * _key,const void * _value,int aux,
432,fsmount,ok,long,3,int fs_fd,unsigned int flags,unsigned int attr_flags,,,
433,fspick,ok,long,3,int dfd,const char * path,unsigned int flags,,,
434,pidfd_open,ok,long,2,pid_t pid,unsigned int flags,,,,
435,clone3,ok,long,2,struct clone_args * uargs,size_t size,,,,
436,close_range,ok,long,3,unsigned int fd,unsigned int max_fd,unsigned int flags,,,
437,openat2,ok,long,4,int dfd,const char * filename,struct open_how * how,size_t usize,,
438,pidfd_getfd,ok,long,3,int pidfd,int fd,unsigned int flags,,,
439,faccessat2,ok,long,4,int dfd,const char * filename,int mode,int flags,,
440,process_madvise,ok,long,5,int pidfd,const struct iovec * vec,size_t vlen,int behavior,unsigned int flags,
