nr,name,status,return_type,param_count,param1,param2,param3,param4,param5,param6
3,read,ok,long,3,unsigned int fd,char * buf,size_t count,,,
4,write,ok,long,3,unsigned int fd,const char * buf,size_t count,,,
5,open,ok,long,3,const char * filename,int flags,umode_t mode,,,
6,close,ok,long,1,unsigned int fd,,,,,
7,waitpid,ok,long,3,pid_t pid,int * stat_addr,int options,,,
8,creat,ok,long,2,const char * pathname,umode_t mode,,,,
9,link,ok,long,2,const char * oldname,const char * newname,,,,
10,unlink,ok,long,1,const char * pathname,,,,,
12,chdir,ok,long,1,const char * filename,,,,,
13,time,ok,long,1,__kernel_old_time_t * tloc,,,,,
14,mknod,ok,long,3,const char * filename,umode_t mode,unsigned dev,,,
15,chmod,ok,long,2,const char * filename,umode_t mode,,,,
16,lchown,ok,long,3,const char * filename,uid_t user,gid_t group,,,
17,break,todo,,,,,,,,
18,oldstat,todo,,,,,,,,
19,lseek,ok,long,3,unsigned int fd,off_t offset,unsigned int whence,,,
20,getpid,ok,long,0,,,,,,
22,umount,todo,,,,,,,,
23,setuid,ok,long,1,uid_t uid,,,,,
24,getuid,ok,long,0,,,,,,
25,stime,ok,long,1,__kernel_old_time_t * tptr,,,,,
27,alarm,ok,long,1,unsigned int seconds,,,,,
28,oldfstat,todo,,,,,,,,
31,stty,todo,,,,,,,,
32,gtty,todo,,,,,,,,
33,access,ok,long,2,const char * filename,int mode,,,,
34,nice,ok,long,1,int increment,,,,,
35,ftime,todo,,,,,,,,
36,sync,ok,long,0,,,,,,
37,kill,ok,long,2,pid_t pid,int sig,,,,
38,rename,ok,long,2,const char * oldname,const char * newname,,,,
39,mkdir,ok,long,2,const char * pathname,umode_t mode,,,,
40,rmdir,ok,long,1,const char * pathname,,,,,
41,dup,ok,long,1,unsigned int fildes,,,,,
42,pipe,ok,long,1,int * fildes,,,,,
43,times,ok,long,1,struct tms * tbuf,,,,,
44,prof,todo,,,,,,,,
45,brk,ok,long,1,unsigned long brk,,,,,
46,setgid,ok,long,1,gid_t gid,,,,,
47,getgid,ok,long,0,,,,,,
49,geteuid,ok,long,0,,,,,,
50,getegid,ok,long,0,,,,,,
53,lock,todo,,,,,,,,
54,ioctl,ok,long,3,unsigned int fd,unsigned int cmd,unsigned long arg,,,
55,fcntl,ok,long,3,unsigned int fd,unsigned int cmd,unsigned long arg,,,
56,mpx,todo,,,,,,,,
57,setpgid,ok,long,2,pid_t pid,pid_t pgid,,,,
58,ulimit,todo,,,,,,,,
59,oldolduname,todo,,,,,,,,
60,umask,ok,long,1,int mask,,,,,
61,chroot,ok,long,1,const char * filename,,,,,
63,dup2,ok,long,2,unsigned int oldfd,unsigned int newfd,,,,
64,getppid,ok,long,0,,,,,,
65,getpgrp,ok,long,0,,,,,,
66,setsid,ok,long,0,,,,,,
67,sigaction,todo,,,,,,,,
68,sgetmask,ok,long,0,,,,,,
69,ssetmask,ok,long,1,int newmask,,,,,
70,setreuid,ok,long,2,uid_t ruid,uid_t euid,,,,
71,setregid,ok,long,2,gid_t rgid,gid_t egid,,,,
72,sigsuspend,todo,,,,,,,,
73,sigpending,todo,,,,,,,,
74,sethostname,ok,long,2,char * name,int len,,,,
75,setrlimit,ok,long,2,unsigned int resource,struct rlimit * rlim,,,,
76,getrlimit,todo,,,,,,,,
77,getrusage,ok,long,2,int who,struct rusage * ru,,,,
78,gettimeofday,ok,long,2,struct __kernel_old_timeval * tv,struct timezone * tz,,,,
79,settimeofday,ok,long,2,struct __kernel_old_timeval * tv,struct timezone * tz,,,,
80,getgroups,ok,long,2,int gidsetsize,gid_t * grouplist,,,,
81,setgroups,ok,long,2,int gidsetsize,gid_t * grouplist,,,,
82,select,todo,,,,,,,,
83,symlink,ok,long,2,const char * oldname,const char * newname,,,,
84,oldlstat,todo,,,,,,,,
85,readlink,ok,long,3,const char * path,char * buf,int bufsiz,,,
89,readdir,todo,,,,,,,,
90,mmap,ok,long,6,unsigned long addr,size_t len,unsigned long prot,unsigned long flags,unsigned long fd,off_t offset
91,munmap,ok,long,2,unsigned long addr,size_t len,,,,
92,truncate,ok,long,2,const char * path,long length,,,,
93,ftruncate,ok,long,2,unsigned int fd,unsigned long length,,,,
94,fchmod,ok,long,2,unsigned int fd,umode_t mode,,,,
95,fchown,ok,long,3,unsigned int fd,uid_t user,gid_t group,,,
96,getpriority,ok,long,2,int which,int who,,,,
97,setpriority,ok,long,3,int which,int who,int niceval,,,
98,profil,todo,,,,,,,,
101,ioperm,todo,,,,,,,,
102,socketcall,ok,long,2,int call,unsigned long * args,,,,
103,syslog,ok,long,3,int type,char * buf,int len,,,
104,setitimer,ok,long,3,int which,struct __kernel_old_itimerval * value,struct __kernel_old_itimerval * ovalue,,,
105,getitimer,ok,long,2,int which,struct __kernel_old_itimerval * value,,,,
106,stat,ok,long,2,const char * filename,struct __old_kernel_stat * statbuf,,,,
107,lstat,ok,long,2,const char * filename,struct __old_kernel_stat * statbuf,,,,
108,fstat,ok,long,2,unsigned int fd,struct __old_kernel_stat * statbuf,,,,
109,olduname,todo,,,,,,,,
110,iopl,todo,,,,,,,,
111,vhangup,ok,long,0,,,,,,
112,idle,todo,,,,,,,,
113,vm86,todo,,,,,,,,
114,wait4,ok,long,4,pid_t upid,int * stat_addr,int options,struct rusage * ru,,
116,sysinfo,ok,long,1,struct sysinfo * info,,,,,
118,fsync,ok,long,1,unsigned int fd,,,,,
119,sigreturn,todo,,,,,,,,
121,setdomainname,ok,long,2,char * name,int len,,,,
122,uname,ok,long,1,struct old_utsname * name,,,,,
123,modify_ldt,todo,,,,,,,,
124,adjtimex,ok,long,1,struct __kernel_timex * txc_p,,,,,
125,mprotect,ok,long,3,unsigned long start,size_t len,unsigned long prot,,,
126,sigprocmask,todo,,,,,,,,
127,create_module,todo,,,,,,,,
130,get_kernel_syms,todo,,,,,,,,
132,getpgid,ok,long,1,pid_t pid,,,,,
133,fchdir,ok,long,1,unsigned int fd,,,,,
134,bdflush,todo,,,,,,,,
135,sysfs,ok,long,3,int option,unsigned long arg1,unsigned long arg2,,,
136,personality,ok,long,1,unsigned int personality,,,,,
137,afs_syscall,todo,,,,,,,,
138,setfsuid,ok,long,1,uid_t uid,,,,,
139,setfsgid,ok,long,1,gid_t gid,,,,,
140,_llseek,ok,long,5,unsigned int fd,unsigned long offset_high,unsigned long offset_low,loff_t * result,unsigned int whence,
141,getdents,ok,long,3,unsigned int fd,struct linux_dirent * dirent,unsigned int count,,,
142,_newselect,ok,long,5,int n,fd_set * inp,fd_set * outp,fd_set * exp,struct __kernel_old_timeval * tvp,
143,flock,ok,long,2,unsigned int fd,unsigned int cmd,,,,
144,msync,ok,long,3,unsigned long start,size_t len,int flags,,,
145,readv,ok,long,3,unsigned long fd,const struct iovec * vec,unsigned long vlen,,,
146,writev,ok,long,3,unsigned long fd,const struct iovec * vec,unsigned long vlen,,,
147,getsid,ok,long,1,pid_t pid,,,,,
148,fdatasync,ok,long,1,unsigned int fd,,,,,
150,mlock,ok,long,2,unsigned long start,size_t len,,,,
151,munlock,ok,long,2,unsigned long start,size_t len,,,,
152,mlockall,ok,long,1,int flags,,,,,
153,munlockall,ok,long,0,,,,,,
154,sched_setparam,ok,long,2,pid_t pid,struct sched_param * param,,,,
155,sched_getparam,ok,long,2,pid_t pid,struct sched_param * param,,,,
156,sched_setscheduler,ok,long,3,pid_t pid,int policy,struct sched_param * param,,,
157,sched_getscheduler,ok,long,1,pid_t pid,,,,,
158,sched_yield,ok,long,0,,,,,,
159,sched_get_priority_max,ok,long,1,int policy,,,,,
160,sched_get_priority_min,ok,long,1,int policy,,,,,
161,sched_rr_get_interval,ok,long,2,pid_t pid,struct __kernel_timespec * interval,,,,
162,nanosleep,ok,long,2,struct __kernel_timespec * rqtp,struct __kernel_timespec * rmtp,,,,
163,mremap,ok,long,5,unsigned long addr,unsigned long old_len,unsigned long new_len,unsigned long flags,unsigned long new_addr,
164,setresuid,ok,long,3,uid_t ruid,uid_t euid,uid_t suid,,,
165,getresuid,ok,long,3,uid_t * ruidp,uid_t * euidp,uid_t * suidp,,,
166,query_module,todo,,,,,,,,
167,poll,ok,long,3,struct pollfd * ufds,unsigned int nfds,int timeout_msecs,,,
168,nfsservctl,todo,,,,,,,,
169,setresgid,ok,long,3,gid_t rgid,gid_t egid,gid_t sgid,,,
170,getresgid,ok,long,3,gid_t * rgidp,gid_t * egidp,gid_t * sgidp,,,
171,prctl,ok,long,5,int option,unsigned long arg2,unsigned long arg3,unsigned long arg4,unsigned long arg5,
181,chown,ok,long,3,const char * filename,uid_t user,gid_t group,,,
182,getcwd,ok,long,2,char * buf,unsigned long size,,,,
183,capget,ok,long,2,cap_user_header_t header,cap_user_data_t dataptr,,,,
184,capset,ok,long,2,cap_user_header_t header,const cap_user_data_t data,,,,
186,sendfile,ok,long,4,int out_fd,int in_fd,off_t * offset,size_t count,,
187,getpmsg,todo,,,,,,,,
188,putpmsg,todo,,,,,,,,
190,ugetrlimit,ok,long,2,unsigned int resource,struct rlimit * rlim,,,,
201,multiplexer,todo,,,,,,,,
202,getdents64,ok,long,3,unsigned int fd,struct linux_dirent64 * dirent,unsigned int count,,,
203,pivot_root,ok,long,2,const char * new_root,const char * put_old,,,,
205,madvise,ok,long,3,unsigned long start,size_t len_in,int behavior,,,
206,mincore,ok,long,3,unsigned long start,size_t len,unsigned char * vec,,,
207,gettid,ok,long,0,,,,,,
208,tkill,ok,long,2,pid_t pid,int sig,,,,
209,setxattr,ok,long,5,const char * pathname,const char * name,const void * value,size_t size,int flags,
210,lsetxattr,ok,long,5,const char * pathname,const char * name,const void * value,size_t size,int flags,
211,fsetxattr,ok,long,5,int fd,const char * name,const void * value,size_t size,int flags,
212,getxattr,ok,long,4,const char * pathname,const char * name,void * value,size_t size,,
213,lgetxattr,ok,long,4,const char * pathname,const char * name,void * value,size_t size,,
214,fgetxattr,ok,long,4,int fd,const char * name,void * value,size_t size,,
215,listxattr,ok,long,3,const char * pathname,char * list,size_t size,,,
216,llistxattr,ok,long,3,const char * pathname,char * list,size_t size,,,
217,flistxattr,ok,long,3,int fd,char * list,size_t size,,,
218,removexattr,ok,long,2,const char * pathname,const char * name,,,,
219,lremovexattr,ok,long,2,const char * pathname,const char * name,,,,
220,fremovexattr,ok,long,2,int fd,const char * name,,,,
221,futex,ok,long,6,u32 * uaddr,int op,u32 val,const struct __kernel_timespec * utime,u32 * uaddr2,u32 val3
222,sched_setaffinity,ok,long,3,pid_t pid,unsigned int len,unsigned long * user_mask_ptr,,,
223,sched_getaffinity,ok,long,3,pid_t pid,unsigned int len,unsigned long * user_mask_ptr,,,
225,tuxcall,todo,,,,,,,,
227,io_setup,ok,long,2,unsigned nr_events,aio_context_t * ctxp,,,,
228,io_destroy,ok,long,1,aio_context_t ctx,,,,,
229,io_getevents,ok,long,5,aio_context_t ctx_id,long min_nr,long nr,struct io_event * events,struct __kernel_timespec * timeout,
230,io_submit,ok,long,3,aio_context_t ctx_id,long nr,struct iocb * * iocbpp,,,
231,io_cancel,ok,long,3,aio_context_t ctx_id,struct iocb * iocb,struct io_event * result,,,
236,epoll_create,ok,long,1,int size,,,,,
237,epoll_ctl,ok,long,4,int epfd,int op,int fd,struct epoll_event * event,,
238,epoll_wait,ok,long,4,int epfd,struct epoll_event * events,int maxevents,int timeout,,
239,remap_file_pages,ok,long,5,unsigned long start,unsigned long size,unsigned long prot,unsigned long pgoff,unsigned long flags,
240,timer_create,ok,long,3,const clockid_t which_clock,struct sigevent * timer_event_spec,timer_t * created_timer_id,,,
241,timer_settime,ok,long,4,timer_t timer_id,int flags,const struct __kernel_itimerspec * new_setting,struct __kernel_itimerspec * old_setting,,
242,timer_gettime,ok,long,2,timer_t timer_id,struct __kernel_itimerspec * setting,,,,
243,timer_getoverrun,ok,long,1,timer_t timer_id,,,,,
244,timer_delete,ok,long,1,timer_t timer_id,,,,,
245,clock_settime,ok,long,2,const clockid_t which_clock,const struct __kernel_timespec * tp,,,,
246,clock_gettime,ok,long,2,const clockid_t which_clock,struct __kernel_timespec * tp,,,,
247,clock_getres,ok,long,2,const clockid_t which_clock,struct __kernel_timespec * tp,,,,
248,clock_nanosleep,ok,long,4,const clockid_t which_clock,int flags,const struct __kernel_timespec * rqtp,struct __kernel_timespec * rmtp,,
250,tgkill,ok,long,3,pid_t tgid,pid_t pid,int sig,,,
251,utimes,ok,long,2,char * filename,struct __kernel_old_timeval * utimes,,,,
252,statfs64,ok,long,3,const char * pathname,size_t sz,struct statfs64 * buf,,,
253,fstatfs64,ok,long,3,unsigned int fd,size_t sz,struct statfs64 * buf,,,
254,fadvise64_64,todo,,,,,,,,
255,rtas,ok,long,1,struct rtas_args * uargs,,,,,
256,sys_debug_setcontext,todo,,,,,,,,
282,unshare,ok,long,1,unsigned long unshare_flags,,,,,
283,splice,ok,long,6,int fd_in,loff_t * off_in,int fd_out,loff_t * off_out,size_t len,unsigned int flags
284,tee,ok,long,4,int fdin,int fdout,size_t len,unsigned int flags,,
285,vmsplice,ok,long,4,int fd,const struct iovec * uiov,unsigned long nr_segs,unsigned int flags,,
286,openat,ok,long,4,int dfd,const char * filename,int flags,umode_t mode,,
287,mkdirat,ok,long,3,int dfd,const char * pathname,umode_t mode,,,
